Id,Family,FamilyAuthor,Genus,Specie,SpecieAuthor,Subspecie,SubspecieAuthor,Variety,VarietyAuthor,CommonName,ScientificName,ConceptType,ConceptLevel,MainTaxon,
1743,Solanaceae,Juss.  nom. cons.,Solanum,bulbocastanum,Dunal,,,,,,Solanum bulbocastanum,Gene Pool,Tertiary,Solanum tuberosum
1744,Solanaceae,Juss.  nom. cons.,Solanum,cardiophyllum,Lindl.,,,,,,Solanum cardiophyllum,Gene Pool,Tertiary,Solanum tuberosum
1745,Solanaceae,Juss.  nom. cons.,Solanum,circaeifolium,Bitter,,,,,,Solanum circaeifolium,Gene Pool,Tertiary,Solanum tuberosum
1746,Solanaceae,Juss.  nom. cons.,Solanum,commersonii,Poir.,,,,,,Solanum commersonii,Gene Pool,Tertiary,Solanum tuberosum
1747,Solanaceae,Juss.  nom. cons.,Solanum,dolichocremastrum,Bitter,,,,,,Solanum dolichocremastrum,Gene Pool,Tertiary,Solanum tuberosum
1748,Solanaceae,Juss.  nom. cons.,Solanum,ehrenbergii,(Bitter) Rydb.,,,,,,Solanum ehrenbergii,Gene Pool,Tertiary,Solanum tuberosum
1749,Solanaceae,Juss.  nom. cons.,Solanum,etuberosum,Lindl.,,,,,,Solanum etuberosum,Gene Pool,Tertiary,Solanum tuberosum
1750,Solanaceae,Juss.  nom. cons.,Solanum,fernandezianum,Phil.,,,,,,Solanum fernandezianum,Gene Pool,Tertiary,Solanum tuberosum
1751,Solanaceae,Juss.  nom. cons.,Solanum,humectophilum,Ochoa,,,,,,Solanum humectophilum,Gene Pool,Tertiary,Solanum tuberosum
1752,Solanaceae,Juss.  nom. cons.,Solanum,hypacrarthrum,Bitter,,,,,,Solanum hypacrarthrum,Gene Pool,Tertiary,Solanum tuberosum
1753,Solanaceae,Juss.  nom. cons.,Solanum,immite,Dunal,,,,,,Solanum immite,Gene Pool,Tertiary,Solanum tuberosum
1754,Solanaceae,Juss.  nom. cons.,Solanum,jamesii,Torr.,,,,,,Solanum jamesii,Gene Pool,Tertiary,Solanum tuberosum
1755,Solanaceae,Juss.  nom. cons.,Solanum,lignicaule,Vargas,,,,,,Solanum lignicaule,Gene Pool,Tertiary,Solanum tuberosum
1756,Solanaceae,Juss.  nom. cons.,Solanum,malmeanum,Bitter,,,,,,Solanum malmeanum,Gene Pool,Tertiary,Solanum tuberosum
1757,Solanaceae,Juss.  nom. cons.,Solanum,minutifoliolum,Correll,,,,,,Solanum minutifoliolum,Gene Pool,Tertiary,Solanum tuberosum
1758,Solanaceae,Juss.  nom. cons.,Solanum,mochiquense,Ochoa,,,,,,Solanum mochiquense,Gene Pool,Tertiary,Solanum tuberosum
1759,Solanaceae,Juss.  nom. cons.,Solanum,palustre,Poepp. ex Schltdl.,,,,,,Solanum palustre,Gene Pool,Tertiary,Solanum tuberosum
1760,Solanaceae,Juss.  nom. cons.,Solanum,pinnatisectum,Dunal,,,,,,Solanum pinnatisectum,Gene Pool,Tertiary,Solanum tuberosum
1761,Solanaceae,Juss.  nom. cons.,Solanum,raquialatum,Ochoa,,,,,,Solanum raquialatum,Gene Pool,Tertiary,Solanum tuberosum
1762,Solanaceae,Juss.  nom. cons.,Solanum,scabrifolium,Ochoa,,,,,,Solanum scabrifolium,Gene Pool,Tertiary,Solanum tuberosum
1763,Solanaceae,Juss.  nom. cons.,Solanum,simplicissimum,Ochoa,,,,,,Solanum simplicissimum,Gene Pool,Tertiary,Solanum tuberosum
1764,Solanaceae,Juss.  nom. cons.,Solanum,stenophyllidium,Bitter,,,,,,Solanum stenophyllidium,Gene Pool,Tertiary,Solanum tuberosum
1765,Solanaceae,Juss.  nom. cons.,Solanum,tarnii,Hawkes & Hjert.,,,,,,Solanum tarnii,Gene Pool,Tertiary,Solanum tuberosum
1766,Solanaceae,Juss.  nom. cons.,Solanum,trifidum,Correll,,,,,,Solanum trifidum,Gene Pool,Tertiary,Solanum tuberosum
1767,Solanaceae,Juss.  nom. cons.,Solanum,trinitense,Ochoa,,,,,,Solanum trinitense,Gene Pool,Tertiary,Solanum tuberosum
1768,Solanaceae,Juss.  nom. cons.,Solanum,wittmackii,Bitter,,,,,,Solanum wittmackii,Gene Pool,Tertiary,Solanum tuberos
