Id,Family,FamilyAuthor,Genus,Specie,SpecieAuthor,Subspecie,SubspecieAuthor,Variety,VarietyAuthor,CommonName,ScientificName,ConceptType,ConceptLevel,MainTaxon,
4664,Poaceae,Barnhart  nom. cons.,Elymus,burchan-buddae,(Nevski) Tzvelev,,,,,,Elymus burchan-buddae,Gene Pool,Tertiary,Triticum aestivum
4665,Poaceae,Barnhart  nom. cons.,Elymus,bushianus,(Roshev.) Tzvelev,,,,,,Elymus bushianus,Gene Pool,Tertiary,Triticum aestivum
4666,Poaceae,Barnhart  nom. cons.,Elymus,caesifolius,Á. Löve,,,,,,Elymus caesifolius,Gene Pool,Tertiary,Triticum aestivum
4667,Poaceae,Barnhart  nom. cons.,Elymus,canadensis,L.,,,,,,Elymus canadensis,Gene Pool,Tertiary,Triticum aestivum
4668,Poaceae,Barnhart  nom. cons.,Elymus,canaliculatus,(Nevski) Tzvelev,,,,,,Elymus canaliculatus,Gene Pool,Tertiary,Triticum aestivum
4669,Poaceae,Barnhart  nom. cons.,Elymus,caninus,(L.) L.,,,,,,Elymus caninus,Gene Pool,Tertiary,Triticum aestivum
4670,Poaceae,Barnhart  nom. cons.,Elymus,caucasicus,(K. Koch) Tzvelev,,,,,,Elymus caucasicus,Gene Pool,Tertiary,Triticum aestivum
4671,Poaceae,Barnhart  nom. cons.,Elymus,ciliaris,(Trin.) Tzvelev,,,,,,Elymus ciliaris,Gene Pool,Tertiary,Triticum aestivum
6475,Poaceae,,Elymus,ciliaris,(Trin.) Tzvelev,amurensis,(Drobow) Tzvelev,,,,Elymus ciliaris subsp. amurensis,Gene Pool,Tertiary,Triticum aestivum
6476,Poaceae,,Elymus,ciliaris,(Trin.) Tzvelev,ciliaris,,,,,Elymus ciliaris subsp. ciliaris,Gene Pool,Tertiary,Triticum aestivum
6477,Poaceae,,Elymus,ciliaris,(Trin.) Tzvelev,japonicus,Á. Löve,,,,Elymus ciliaris subsp. japonicus,Gene Pool,Tertiary,Triticum aestivum
